label,koi_period,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,koi_impact
1,0.971915957,1.60230,7.3700e+01,0.79,1609.0,1591.27,16.70,5196.00,4.458,0.8890,0.5920
0,0.735146413,5.05300,2.7540e+02,168.34,5366.0,195250.90,78.00,6611.00,3.112,7.4350,1.1920
0,4.449023090,1.37300,8.8900e+01,0.55,699.0,56.19,10.40,4353.00,4.681,0.6030,0.0340
1,1.005205893,1.63000,9.7500e+01,0.85,1682.0,1893.23,15.00,5718.00,4.549,0.8630,0.1370
0,43.796785000,18.84000,2.5630e+02,20.79,542.0,20.40,21.20,6109.00,4.432,0.9410,1.1870
0,0.730949487,2.36700,8.7300e+01,1.27,2311.0,6730.38,15.80,6238.00,4.365,1.1910,0.8600
1,2.892239980,2.52100,4.4300e+01,0.70,1287.0,647.55,17.30,5574.00,4.354,1.0650,0.0170
0,363.411650000,14.79000,9.6170e+02,3.14,263.0,1.12,17.40,6025.00,4.472,0.9990,0.3923
1,6.967049260,3.73000,2.1370e+02,6.14,1774.0,2341.58,18.60,6303.00,3.595,3.5300,0.9060
1,67.968656000,7.94800,3.2180e+02,1.71,443.0,9.09,27.30,5670.00,4.387,0.9500,0.3170
0,366.242820000,15.76000,7.3370e+02,2.40,237.0,0.75,18.20,5713.00,4.541,0.8930,0.2350
0,0.678349364,3.09200,4.8600e+02,19.06,1844.0,2737.73,12.00,5569.00,4.566,0.8290,1.1870
0,1.891318200,4.37400,2.0230e+02,0.90,983.0,221.36,17.60,4476.00,4.627,0.6330,0.4390
0,0.941840589,5.06000,3.8830e+02,27.05,2200.0,5547.35,23.00,6419.00,4.330,1.1420,1.1980
1,9.919376930,4.32600,1.8670e+02,1.32,838.0,116.43,18.80,5688.00,4.415,0.9710,0.1630
0,0.918510251,2.58700,5.2600e+01,1.77,2795.0,14485.22,20.30,5837.00,3.791,2.3380,0.6220
1,4.242630960,2.58200,1.8760e+02,1.10,926.0,174.24,15.90,5072.00,4.521,0.8250,0.2010
0,1.027904857,1.63810,2.3812e+03,30.48,1653.0,1769.20,117.80,5432.00,4.446,0.8720,1.2610
1,198.088873000,7.95500,1.0277e+03,3.24,288.0,1.63,18.00,5275.00,4.397,0.9690,0.6330
0,1.081937210,4.78800,1.1530e+02,0.77,1385.0,870.17,14.40,4965.00,4.555,0.7360,0.1680
1,28.906052600,3.09900,9.9000e+01,0.79,414.0,6.94,13.30,4657.00,4.641,0.6700,0.8630
1,8.827157830,2.01900,3.6860e+02,1.67,797.0,95.25,11.10,5550.00,4.539,0.8780,0.2490
0,9.089151782,3.18860,1.1010e+02,4.35,1848.0,2754.19,7.10,6729.00,3.493,4.0990,0.0430
0,25.952872500,12.43400,1.6410e+02,1.53,697.0,55.82,16.90,6370.00,4.410,1.1060,0.7410
0,0.621361411,1.06280,4.5000e+01,1.12,2913.0,17004.65,24.60,6234.00,4.046,1.6600,0.0170
0,324.180280000,18.15000,8.7900e+01,2.20,382.0,5.01,10.90,5792.00,3.835,2.1830,0.7330
1,56.644452000,16.55100,1.0460e+02,2.44,733.0,68.37,21.80,6237.00,3.862,2.2950,0.5790
0,1.710319812,2.98300,4.3600e+01,0.56,1426.0,978.84,19.10,5774.00,4.524,0.8250,0.5590
0,365.259210000,13.74000,5.2900e+02,2.39,268.0,1.23,12.80,5993.00,4.415,1.0420,0.0035
0,0.885129679,3.15600,1.7730e+02,1.21,1780.0,2373.06,21.20,5792.00,4.547,0.8640,0.6510
0,0.696286519,3.19400,1.2080e+02,1.34,1969.0,3537.89,19.70,5904.00,4.543,0.8670,0.9850
1,5.791799340,3.47400,1.1850e+02,1.69,1222.0,528.14,17.70,6174.00,4.244,1.3180,0.8960
0,0.847588864,2.24600,6.7100e+01,0.91,2144.0,5000.82,21.30,6335.00,4.427,1.0720,0.5070
0,0.996023763,5.41200,9.8300e+01,18.36,1991.0,3727.96,21.30,6110.00,4.387,1.0770,1.1470
0,0.715825886,1.21200,4.0600e+01,0.58,1920.0,3196.46,11.00,5640.00,4.486,0.9090,0.0990
1,26.548729400,7.96800,1.4200e+02,2.54,836.0,115.61,15.30,5456.00,3.802,2.1540,0.2100
0,0.787120016,3.16480,2.6550e+02,23.81,1972.0,3579.78,43.30,6112.00,4.481,0.7870,1.2630
0,72.563291000,3.08800,3.3230e+02,1.99,436.0,8.58,6.40,5780.00,4.438,1.0000,0.4863
1,174.510276000,6.68900,1.5300e+03,1.74,186.0,0.28,14.80,4367.00,4.822,0.4520,0.0240
0,1.038896100,4.75500,6.0080e+02,114.10,2494.0,9145.54,14.70,7043.00,4.264,1.4500,1.7017
0,5.243898200,7.88100,1.6220e+02,1.24,1026.0,262.14,18.70,5804.00,4.473,0.9270,0.6440
1,64.001966900,4.72400,1.1125e+03,2.48,322.0,2.55,14.20,4652.00,4.617,0.6970,0.7010
1,9.328191200,3.99100,4.5200e+01,0.59,788.0,91.02,13.70,5525.00,4.514,0.8880,0.0440
0,374.590030000,15.19000,2.6790e+02,1.34,227.0,0.62,6.60,5497.00,4.508,0.8270,0.0624
0,0.505111993,0.40530,2.1280e+02,1.58,1886.0,2970.58,18.70,5262.00,4.590,0.7830,0.8410
1,3.385574450,1.87900,1.2190e+02,1.63,1476.0,1122.90,13.10,5718.00,4.069,1.4800,0.1290
0,4.206109000,5.16000,1.2000e+02,0.91,999.0,235.01,11.90,5480.00,4.522,0.8020,0.6070
1,4.563836970,2.27100,2.0180e+02,1.22,980.0,218.18,9.90,5408.00,4.496,0.8610,0.3650
0,1.332584550,5.77000,1.5270e+02,15.89,1680.0,1884.66,8.10,6039.00,4.493,0.9510,1.1410
0,0.960842633,2.64410,2.0229e+03,67.53,2808.0,14655.53,176.10,7381.00,4.186,1.5970,1.3410
1,5.495485330,2.46100,8.5800e+01,1.30,1293.0,661.04,14.20,6157.00,4.159,1.3920,0.2020
1,3.582738370,1.52300,3.6050e+02,1.64,1064.0,302.74,11.60,5448.00,4.517,0.8720,0.1430
0,12.425273500,20.75600,8.4700e+01,2.37,1299.0,673.53,36.60,6156.00,3.703,2.5570,0.1710
0,1.404674486,5.05600,1.5550e+02,0.86,1126.0,379.50,20.70,4716.00,4.650,0.6090,0.8171
1,12.310135100,3.79700,2.6370e+02,1.51,651.0,42.42,12.90,5009.00,4.491,0.8400,0.7830
1,6.942452160,3.49100,1.6080e+02,1.34,1003.0,239.39,14.70,6108.00,4.466,1.0300,0.4850
0,0.935086665,1.12000,7.1200e+01,1.18,2431.0,8250.80,13.10,6762.00,4.282,1.3480,0.4742
1,66.373298000,8.55900,4.1500e+02,1.99,471.0,11.59,13.70,6143.00,4.470,0.9760,0.0210
0,0.973160836,0.86400,1.3830e+02,1.22,1932.0,3303.84,9.80,6108.00,4.466,1.0300,0.0340
0,0.950735805,1.14340,1.7510e+02,1.39,1908.0,3129.59,17.10,6039.00,4.478,1.0050,0.5700
0,3.794872100,1.71300,3.0510e+02,16.10,1083.0,325.63,11.30,5883.00,4.580,0.7930,1.1680
0,3.471481640,4.67900,1.2270e+02,0.85,970.0,209.73,9.50,5297.00,4.626,0.7160,0.7190
1,85.756791900,5.69500,1.5910e+02,2.99,528.0,18.44,16.90,5037.00,3.783,2.2130,0.7130
1,2.936587946,1.89520,2.7960e+02,1.77,1190.0,473.18,20.10,5455.00,4.421,0.9090,0.8630
0,0.918921494,0.94250,3.2100e+02,1.49,1697.0,1960.12,23.70,5655.00,4.561,0.8330,0.0110
0,8.480501900,8.34500,1.6490e+02,1.26,781.0,87.82,11.00,5555.00,4.554,0.7370,0.9720
1,2.946489350,3.15500,5.7000e+01,0.89,1497.0,1187.50,12.70,6481.00,4.378,1.1710,0.0100
0,342.315407000,12.47600,7.1970e+02,3.15,304.0,2.03,13.30,6425.00,4.373,1.1640,0.1974
0,349.410470000,15.02000,6.5280e+02,2.41,253.0,0.97,17.70,5878.00,4.512,0.9450,0.2791
0,168.846630000,9.75000,2.1510e+02,1.45,329.0,2.78,9.30,5897.00,4.489,0.9920,0.1251
1,4.341953120,2.59800,7.3300e+01,0.94,1236.0,552.70,10.60,6164.00,4.378,1.0900,0.1180
0,0.536650896,4.70200,2.7320e+02,18.45,2163.0,5179.76,117.80,5819.00,4.494,0.8810,1.1750
1,3.600828550,1.93800,2.9630e+02,1.36,927.0,174.45,17.90,4838.00,4.524,0.7960,0.3950
0,370.902370000,10.55800,5.4580e+02,1.97,238.0,0.76,14.70,5835.00,4.554,0.8470,0.0566
0,0.952378454,3.89200,4.3800e+01,1.46,2528.0,9651.76,17.40,6963.00,4.250,1.3750,0.9960
1,6.305583870,2.61900,1.9310e+02,2.52,1125.0,378.90,9.50,4934.00,3.927,1.7560,0.6010
0,0.750744255,1.79210,1.7060e+02,17.07,2074.0,4387.10,50.40,6187.00,4.499,0.9370,1.1540
1,64.272908800,12.13600,1.2139e+03,5.38,554.0,22.31,27.40,6341.00,4.278,1.2990,0.9080
0,13.845272600,2.55500,9.3200e+01,2.34,1276.0,626.93,10.40,6845.00,3.890,2.3240,0.5660
1,1.450889836,1.75300,1.3570e+02,1.21,1700.0,1970.75,15.70,6046.00,4.423,1.0230,0.3330
0,358.101884000,6.39300,1.1400e+02,0.95,242.0,0.81,12.80,5786.00,4.526,0.8560,0.5804
1,3.036208739,0.93240,1.8205e+03,1.40,520.0,17.31,26.00,3464.00,4.923,0.3280,0.1110
1,1.538185321,1.68300,2.7720e+02,1.29,1234.0,547.92,15.20,5107.00,4.615,0.7230,0.7000
0,1.089076495,2.27400,4.3700e+01,0.75,2016.0,3923.24,15.30,6444.00,4.416,1.0790,0.5970
0,0.503999678,0.54210,9.7560e+02,2.97,1605.0,1566.41,96.80,4898.00,4.686,0.5680,0.9620
1,2.209231190,2.39200,5.9800e+01,0.84,1507.0,1217.79,14.30,5991.00,4.375,1.0920,0.1100
0,370.476780000,15.69000,6.5620e+02,2.37,252.0,0.96,11.80,6050.00,4.525,0.8960,0.5386
0,372.543530000,21.83000,1.1060e+03,74.14,226.0,0.62,11.90,5561.00,4.557,0.8360,1.7826
1,0.849906734,1.14100,1.2430e+02,0.59,1139.0,396.64,12.00,4296.00,4.733,0.5050,0.6400
1,10.423173430,2.34100,7.1200e+01,1.07,901.0,155.70,11.20,5767.00,4.287,1.1350,0.8110
0,0.566804221,4.63900,1.6600e+02,0.85,1737.0,2149.42,31.00,5277.00,4.625,0.6400,0.5360
0,1.105095798,2.62400,1.4170e+02,0.89,1445.0,1025.90,17.40,5296.00,4.604,0.7520,0.2950
1,13.060039900,2.85100,1.0680e+02,0.80,630.0,37.30,12.50,5168.00,4.566,0.7690,0.4950
0,0.641069613,1.03300,7.8600e+01,0.86,2196.0,5512.38,10.50,6077.00,4.451,0.9610,0.0610
0,1.306272140,5.14400,9.5400e+01,0.87,1490.0,1161.23,10.30,5513.00,4.543,0.8620,0.5700
0,360.154170000,12.80600,7.9060e+02,2.99,270.0,1.25,11.10,6065.00,4.452,1.0610,0.2583
0,3.747843740,3.65800,1.1650e+02,1.08,1226.0,534.57,12.80,6122.00,4.471,0.9960,0.0930
0,0.909314811,2.20530,4.0500e+01,0.99,2503.0,9311.68,30.20,6508.00,4.163,1.4470,0.7220
1,207.247850000,6.15900,8.0920e+02,1.56,189.0,0.30,13.20,4339.00,4.711,0.5530,0.2100
0,3.289319360,1.92100,1.6600e+02,50.51,1364.0,818.01,11.10,6335.00,4.427,1.0720,1.4220
0,368.524660000,11.90000,6.8030e+02,3.05,288.0,1.62,14.00,6343.00,4.411,1.1370,0.5045
0,3.087236260,2.61500,1.0190e+02,1.20,1451.0,1046.77,12.10,6418.00,4.395,1.1710,0.2516
0,0.631106722,0.99420,4.9200e+01,0.63,1945.0,3367.19,17.60,5400.00,4.443,0.8980,0.1940
1,114.336052000,14.07700,2.3980e+02,2.09,429.0,8.02,13.00,5802.00,4.218,1.3160,0.5290
0,0.992799002,3.48780,1.6530e+03,40.12,1933.0,3302.31,97.80,6217.00,4.472,0.9890,1.3295
0,8.799918780,41.56400,8.6910e+02,224.56,1979.0,3624.62,236.10,8092.00,3.725,3.2670,1.6053
1,101.952048000,5.99100,1.5250e+02,1.31,428.0,7.92,10.30,6210.00,4.407,1.0540,0.0840
0,183.854867000,14.99600,5.2060e+02,2.40,345.0,3.36,10.80,6225.00,4.450,1.0310,0.4202
1,3.946607450,2.70500,3.0940e+02,1.40,981.0,218.91,12.70,5376.00,4.576,0.8060,0.2780
0,368.485180000,11.26000,3.0180e+02,1.98,283.0,1.52,13.70,6140.00,4.354,1.0960,0.5758
1,8.701796110,3.04800,3.0410e+02,1.37,750.0,74.58,11.80,5295.00,4.548,0.8000,0.0450
0,0.933747395,4.79800,3.0900e+01,1.24,2596.0,10738.05,26.70,5574.00,3.818,2.1740,0.5410
1,6.108294500,3.49300,6.1100e+01,1.06,1267.0,608.39,10.80,6720.00,4.316,1.2890,0.6300
0,1.278393310,6.34300,1.9500e+01,0.86,2853.0,15656.19,15.20,7758.00,4.106,1.9180,0.2010
0,6.674105770,3.64500,1.6090e+02,1.62,1022.0,257.38,12.60,5949.00,4.389,1.0410,0.9270
0,0.499664962,1.61230,3.4300e+01,0.50,2056.0,4230.98,31.60,5570.00,4.561,0.8550,0.2800
0,1.444384490,2.70400,7.5400e+01,1.08,1980.0,3622.28,10.80,6667.00,4.358,1.2130,0.4660
0,367.197960000,15.92000,1.4610e+02,1.08,253.0,0.96,10.70,6054.00,4.525,0.8890,0.0858
0,216.456055000,11.06700,1.0028e+03,3.61,320.0,2.48,14.20,5645.00,4.299,1.1550,0.0330
0,381.186540000,9.73000,9.8500e+02,2.29,193.0,0.33,9.00,4977.00,4.607,0.7340,0.4109
1,5.176249970,5.26100,7.8700e+01,1.31,1243.0,565.42,13.40,5578.00,4.088,1.4970,0.0970
0,0.934181579,3.94300,1.2100e+01,0.79,3268.0,26937.31,19.80,7624.00,4.029,2.1520,0.6200
0,0.918422380,5.66400,1.6290e+02,16.07,1525.0,1280.40,12.90,5288.00,4.613,0.7400,1.1860
1,9.740485080,1.69930,1.2140e+02,0.95,673.0,48.52,25.80,5051.00,4.562,0.7210,0.8900
0,2.161326620,4.48700,1.1220e+02,0.50,687.0,52.58,25.30,3754.00,4.818,0.4300,0.7780
0,0.514771509,1.25600,4.3400e+01,0.57,2113.0,4749.21,12.00,5730.00,4.545,0.8700,0.2220
1,196.436796000,8.55600,6.3190e+02,2.33,292.0,1.72,14.40,5462.00,4.452,0.9460,0.0190
0,262.477098000,5.81600,1.0160e+03,1.92,178.0,0.24,9.70,4227.00,4.641,0.6200,0.0753
0,0.933728755,4.36300,1.3500e+01,0.72,2777.0,14057.75,17.90,6652.00,4.036,1.8630,0.6450
0,357.130890000,13.04000,3.3050e+02,1.62,246.0,0.87,11.80,5838.00,4.529,0.8970,0.1365
0,68.538296000,3.62700,1.0870e+03,25.77,1031.0,267.17,11.30,4687.00,2.613,8.1230,0.0020
0,1.716593040,1.15400,1.3800e+02,1.17,1607.0,1577.89,9.50,6192.00,4.467,0.9870,0.1534
0,0.913244995,0.49310,4.7800e+01,0.77,1967.0,3541.46,10.20,5923.00,4.402,1.0490,0.2860
0,0.922255890,4.22700,3.3000e+01,1.29,2206.0,5614.19,7.10,5631.00,4.114,1.4850,0.9920
0,43.075911500,90.95000,3.4520e+03,213.46,1032.0,268.50,323.10,4766.00,2.919,5.9150,1.2560
0,6.094066480,2.08500,3.0270e+03,54.54,1417.0,953.63,19.00,6785.00,4.162,1.6660,1.2350
0,2.449266550,2.98800,1.0820e+02,0.76,1033.0,269.06,10.70,4840.00,4.551,0.7490,0.2530
0,1.195506180,3.33700,2.6900e+01,0.78,2152.0,5062.04,13.30,6088.00,4.150,1.4630,0.4830
0,1.682076240,1.51900,5.4700e+01,1.01,1980.0,3646.10,11.10,6495.00,4.191,1.3110,0.5600
0,3.747882080,4.18300,1.5340e+02,0.94,979.0,216.97,13.60,5340.00,4.593,0.7770,0.0900
0,1.674956220,2.99400,3.5900e+01,0.77,1843.0,2732.19,15.30,6323.00,4.296,1.2630,0.3990
0,3.556427900,6.99800,1.3140e+02,0.80,972.0,211.41,12.30,5404.00,4.638,0.6940,0.3590
1,16.473474000,4.20100,4.7050e+02,1.63,612.0,33.22,13.00,5364.00,4.529,0.7540,0.0140
0,1.089060570,2.74300,7.6200e+01,0.75,1511.0,1235.96,10.40,5087.00,4.463,0.8810,0.2900
0,0.523629052,3.44300,1.2200e+02,46.33,9801.0,2181689.59,61.40,4136.00,1.392,44.4480,0.0450
0,1.085229874,0.65200,2.3810e+02,1.37,1632.0,1675.45,7.60,5713.00,4.554,0.8510,0.4390
0,0.739404894,1.75300,2.4680e+02,0.94,1256.0,589.06,21.00,4205.00,4.635,0.6240,0.0770
1,62.869463000,6.84200,3.4170e+02,1.96,349.0,3.51,16.20,4762.00,4.535,0.7810,0.9540
1,11.634860090,5.46600,2.9230e+02,2.61,961.0,201.96,18.40,5570.00,4.066,1.5480,0.0530
0,1.208528832,1.33600,1.8080e+02,1.25,1725.0,2084.15,10.60,6072.00,4.510,0.9230,0.0390
0,1.653201440,1.52500,1.3210e+02,0.74,1059.0,296.80,6.70,4544.00,4.609,0.6610,0.1480
0,24.241610300,5.13700,3.2340e+02,1.61,596.0,29.92,10.80,5763.00,4.527,0.9040,0.0690
1,29.349385200,4.31300,6.5920e+02,2.02,451.0,9.81,20.30,4987.00,4.613,0.7220,0.7500
0,0.708726708,0.75300,3.1360e+02,0.92,1302.0,684.35,13.40,4607.00,4.733,0.5150,0.2800
1,25.159338900,5.19800,3.5810e+02,1.76,619.0,34.70,13.10,5973.00,4.506,0.9350,0.0350
0,1.332568744,3.75500,2.4100e+01,0.58,1941.0,3346.25,29.10,6620.00,4.411,1.0810,0.7510
0,2.426498620,2.01400,2.9200e+01,0.75,1638.0,1705.27,15.20,6033.00,4.176,1.3160,0.6730
1,7.514396700,4.86500,3.6300e+01,0.96,1199.0,488.52,9.80,6206.00,4.159,1.5730,0.3990
1,5.327841570,4.69600,8.7200e+01,0.86,1023.0,259.32,15.90,5638.00,4.391,0.9280,0.1160
0,5.660274452,0.90770,4.1410e+02,11.02,950.0,192.77,26.40,5615.00,4.478,0.8420,1.0920
1,33.420300100,5.30700,4.3660e+02,2.46,581.0,27.02,8.90,5731.00,4.372,1.0660,0.7890
0,23.815783560,3.75910,4.8567e+03,8.40,560.0,23.20,71.00,5561.00,4.572,0.8180,0.9580
1,47.056847600,5.22320,1.5312e+03,2.84,411.0,6.72,38.00,5288.00,4.613,0.7400,0.0270
0,1.245331397,2.56600,3.8100e+01,1.61,2678.0,12115.45,26.50,6106.00,3.781,2.4770,0.6490
1,21.863463800,3.54200,8.7100e+02,2.37,551.0,21.77,9.90,5383.00,4.587,0.7890,0.5020
0,86.439293100,6.53400,1.1751e+03,35.31,442.0,8.99,20.50,6208.00,4.454,1.0240,1.2800
0,365.788630000,12.76000,8.8500e+02,2.21,215.0,0.50,10.50,5407.00,4.585,0.7520,0.1564
0,224.447413000,4.98600,6.5100e+02,2.05,260.0,1.08,7.90,5489.00,4.574,0.7980,0.4162
1,0.689967868,1.16880,1.2290e+02,0.78,1539.0,1336.82,28.70,4872.00,4.615,0.7260,0.1190
0,0.573709256,1.49320,1.3120e+02,7.05,4415.0,90258.45,37.50,5261.00,3.130,5.7690,0.6900
0,0.962834800,2.25900,9.2800e+01,0.81,1648.0,1734.83,7.60,5559.00,4.554,0.8380,0.3090
0,1.891274380,4.49100,3.2300e+01,2.03,3342.0,29488.85,24.60,7919.00,3.663,3.4600,0.5140
1,66.650452100,5.74400,5.3690e+02,1.56,308.0,2.14,27.10,4550.00,4.627,0.6790,0.4330
0,10.882416555,5.46740,1.6630e+04,29.69,632.0,37.81,265.20,4946.00,4.570,0.7150,1.1990
0,14.200500700,5.23200,8.0600e+01,13.28,843.0,119.41,10.60,6332.00,4.406,1.0650,1.1060
0,1.213746520,3.37100,2.8900e+01,0.59,1880.0,2945.61,17.40,6238.00,4.407,1.0490,0.5700
1,5.249704320,2.74600,6.1900e+01,0.67,954.0,195.30,13.90,5528.00,4.499,0.8530,0.2480
1,16.295125900,3.67800,1.9790e+02,1.15,574.0,25.59,13.00,4915.00,4.512,0.8120,0.4940
0,358.564620000,11.64000,1.7020e+02,0.99,219.0,0.55,9.60,5375.00,4.531,0.7520,0.4108
0,359.325900000,9.83600,2.4620e+02,3.60,410.0,6.69,13.50,6570.00,3.902,2.2700,0.2279
1,13.227475300,6.35600,2.2980e+02,1.94,867.0,133.34,16.40,6269.00,4.405,1.1550,0.8030
0,0.580725004,2.07100,1.0520e+02,0.85,1939.0,3355.68,18.00,5471.00,4.530,0.8410,0.1370
0,1.190873620,1.78500,6.7500e+01,0.73,1489.0,1165.78,8.00,5158.00,4.464,0.8880,0.3930
0,410.116760000,13.97000,2.1690e+02,1.41,242.0,0.81,11.20,5587.00,4.372,0.9650,0.2430
1,54.509154900,5.12500,6.2220e+02,1.94,308.0,2.13,17.00,4406.00,4.670,0.6030,0.9400
0,118.403900000,5.59300,4.2600e+02,3.46,517.0,16.83,4.40,6486.00,4.091,1.6400,0.4062
0,0.779579130,2.45700,7.0400e+01,0.71,1819.0,2585.39,11.10,5699.00,4.553,0.8530,0.1830
0,21.993112000,8.61600,1.0157e+03,23.21,523.0,17.75,37.30,5205.00,4.604,0.7470,1.2490
1,112.303136000,5.86900,5.0210e+02,1.30,241.0,0.79,13.10,4401.00,4.677,0.5950,0.2480
0,1.332548970,3.08300,5.9170e+02,32.84,4664.0,111977.04,16.20,4894.00,2.445,13.7770,0.2410
0,37.324839520,6.96760,4.9892e+03,30.32,461.0,10.67,155.60,5306.00,4.550,0.7900,1.2630
1,177.668663000,9.29800,9.0140e+02,2.32,233.0,0.70,12.70,4721.00,4.615,0.7010,0.7720
0,1.235175880,5.47600,2.3290e+02,1.59,1697.0,1955.70,19.30,5780.00,4.438,1.0000,0.6250
1,81.416013800,14.17500,7.6230e+02,4.63,522.0,17.53,54.30,6352.00,4.267,1.4010,0.9110
0,8.590047100,3.46300,1.3700e+02,0.80,677.0,49.76,9.60,4914.00,4.575,0.7070,0.0980
1,49.276844800,3.78700,1.1329e+03,1.75,271.0,1.28,17.80,3899.00,4.713,0.5290,0.0220
0,370.356390000,12.75000,7.3220e+02,2.82,268.0,1.21,13.00,6117.00,4.457,1.0250,0.4140
0,8.480320790,5.79100,1.7070e+02,0.95,759.0,78.45,14.70,5415.00,4.556,0.7280,0.0040
1,18.137378800,3.84400,3.1080e+02,1.41,433.0,8.31,11.30,4257.00,4.648,0.6020,0.9450
1,47.986911900,5.34200,8.5930e+02,3.35,493.0,14.01,25.70,5641.00,4.408,0.9810,0.8730
0,1.003049079,7.96570,2.1927e+05,42.50,1714.0,2049.63,1766.70,5775.00,4.518,0.8440,0.5680
0,12.083457000,3.53600,3.1250e+02,2.09,932.0,178.53,8.60,6422.00,4.364,1.1750,0.1069
0,386.828262000,5.04500,1.0249e+03,6.54,340.0,3.15,19.70,6384.00,4.107,1.6150,0.9530
0,14.128098960,2.32600,2.6310e+02,1.60,781.0,87.80,20.30,6072.00,4.470,0.9880,0.0460
0,207.471349000,7.46900,2.2920e+02,1.57,316.0,2.37,8.00,5731.00,4.359,1.0330,0.3093
0,12.425604040,23.94020,4.5890e+02,2.52,733.0,68.44,40.80,5713.00,4.541,0.8930,0.9600
0,56.406510430,18.43320,1.0229e+05,21.93,358.0,3.87,1597.30,5011.00,4.617,0.6470,0.6250
1,22.127088500,4.47200,4.1820e+02,3.94,721.0,63.98,12.60,5312.00,4.103,1.4450,0.9560
0,10.678478700,2.30700,2.0100e+02,1.12,712.0,60.70,9.40,5459.00,4.583,0.7970,0.2710
1,15.033062300,6.32600,1.3220e+02,2.18,928.0,175.74,14.90,5849.00,4.076,1.6010,0.8960
0,124.935767380,7.56080,2.4090e+05,49.34,362.0,4.06,332.80,5887.00,4.477,0.9410,0.5420
0,8.480304281,7.46159,8.3115e+04,65.00,1504.0,1210.22,5219.50,7059.00,3.946,2.2100,0.2350
0,11.320287875,4.82219,2.4341e+05,59.23,928.0,175.69,1539.90,6153.00,4.302,1.1270,0.5260
1,14.556561800,4.55400,1.0380e+02,1.08,787.0,90.40,17.10,6065.00,4.452,1.0610,0.0310
0,33.025717900,6.03200,5.0710e+02,2.21,564.0,23.95,12.20,5819.00,4.468,0.9900,0.0440
0,24.061274400,19.94380,4.4015e+05,83.77,749.0,74.37,1161.10,6461.00,4.338,1.1380,0.4610
0,4.809126670,7.93310,1.3409e+05,44.30,1270.0,615.74,1033.20,6462.00,4.371,1.1660,0.4710
1,0.538354070,1.50450,1.9020e+02,1.67,2386.0,7609.22,46.60,5539.00,4.244,1.2070,0.3340
1,96.169569000,7.49600,8.9450e+02,2.07,321.0,2.52,20.00,5340.00,4.633,0.7020,0.0490
0,60.326688240,1.68640,3.1467e+03,4.98,240.0,0.79,57.00,3705.00,4.721,0.5290,0.9740
1,17.934660600,6.25000,1.4270e+02,2.80,1002.0,238.78,18.80,6426.00,4.013,1.7750,0.9760
0,6.282033445,8.37770,1.8179e+05,144.85,1029.0,264.78,1178.00,6074.00,4.450,0.9760,1.7770
0,2.181555909,4.41739,8.5407e+04,91.30,1730.0,2119.28,1548.20,6584.00,4.331,1.2460,1.2610
0,11.961543300,3.12900,4.2450e+02,2.24,847.0,121.71,12.40,6142.00,4.456,1.0460,0.5760
0,76.819854650,5.16249,2.2916e+05,46.61,379.0,4.88,2314.50,5654.00,4.590,0.7740,0.7280
0,0.715802309,1.55860,2.2086e+03,25.52,1656.0,1787.96,137.70,5239.00,4.600,0.7570,1.2510
0,4.753078770,2.35000,9.3300e+02,505.94,7040.0,580415.20,6.40,3486.00,0.500,180.0130,0.0190
1,1.772451066,2.45920,7.9200e+01,1.02,1685.0,1904.34,22.40,6243.00,4.406,1.1490,0.0060
0,14.282141700,2.06800,2.2490e+02,1.08,625.0,36.03,8.70,5374.00,4.588,0.7260,0.0120
1,30.860978300,4.21600,1.2890e+02,1.08,525.0,17.96,17.80,5627.00,4.552,0.8330,0.8520
0,15.651348720,4.15530,3.1040e+03,118.33,1396.0,898.69,81.60,6552.00,3.586,3.2890,1.2670
0,29.911334059,7.26916,3.5438e+05,47.83,471.0,11.68,1349.80,5303.00,4.632,0.7040,0.5590
0,46.698200933,3.57049,5.4592e+04,38.79,468.0,11.31,879.00,5772.00,4.518,0.7560,1.1310
1,15.995603730,3.47100,2.2170e+02,1.04,550.0,21.54,20.00,4955.00,4.610,0.7210,0.0880
0,50.355458980,5.51863,1.0714e+05,31.66,492.0,13.81,1219.40,5936.00,4.501,0.9650,0.1590
0,313.092750660,14.34470,4.4561e+05,47.52,207.0,0.44,1952.30,5067.00,4.596,0.6730,0.3950
0,4.218512654,3.62939,2.3417e+04,16.67,1189.0,472.03,699.90,6185.00,4.472,0.9910,0.7670
1,16.007472370,1.26700,2.7760e+02,2.99,838.0,116.46,14.70,5857.00,4.204,1.3050,0.9750
1,100.827672500,8.39000,1.7788e+03,4.35,364.0,4.16,36.70,5301.00,4.391,0.9770,0.6760
0,15.975041700,3.54900,6.4350e+02,90.37,1143.0,403.20,37.50,5220.00,3.520,3.4560,1.2110
0,0.759740194,3.25200,4.2500e+01,0.67,2059.0,4245.86,13.70,6046.00,4.478,1.0070,0.4970
0,2.992662857,2.52580,1.1370e+05,60.35,1476.0,1123.54,296.80,4927.00,3.883,1.8370,0.0010
0,1.674984844,4.92134,2.3458e+05,150.48,3055.0,20561.29,858.80,8285.00,3.971,2.4510,0.7310
1,7.319452940,4.88100,1.6680e+02,5.05,1682.0,1891.07,16.30,5745.00,3.499,3.9550,0.1120
