label,koi_period,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,koi_impact
1,85.735720200,7.62500,7.4770e+02,2.94,448.0,9.54,20.80,6096.00,4.397,1.0770,0.0330
1,5.037280330,2.06190,7.6300e+01,1.55,1321.0,720.22,20.90,6387.00,4.271,1.3810,0.9600
1,7.186445940,1.49720,4.0200e+02,2.19,860.0,129.48,23.80,5463.00,4.492,0.9100,0.8920
1,41.008111700,4.37600,1.0045e+03,2.64,425.0,7.72,43.90,5303.00,4.630,0.7080,0.8780
1,17.132631250,3.05550,8.5020e+02,2.31,611.0,32.91,26.40,5477.00,4.578,0.7940,0.2980
1,4.579482350,3.10600,2.0710e+02,1.35,1040.0,276.82,20.00,5569.00,4.459,0.9540,0.0550
1,55.822477500,5.45700,8.7960e+02,2.13,379.0,4.85,23.70,5162.00,4.611,0.7360,0.0310
1,4.286866229,4.47260,1.3219e+03,4.14,1217.0,517.66,167.30,6228.00,4.441,1.0490,0.7570
1,5.629043960,3.72950,3.9500e+01,1.39,1576.0,1459.41,32.20,6197.00,3.837,2.1880,0.2370
1,4.421566535,2.12290,6.8400e+02,2.19,729.0,66.94,31.90,4299.00,4.604,0.6970,0.8690
1,1.252753881,2.14720,2.0000e+02,2.44,2199.0,5545.35,40.50,5907.00,4.041,1.7050,0.4000
1,9.989702660,3.70000,9.8840e+02,2.48,705.0,58.26,24.10,5265.00,4.580,0.8100,0.0050
1,1.442592305,2.96980,1.6600e+02,2.67,2700.0,12557.23,27.10,7216.00,3.983,2.0430,0.2070
1,4.920310630,4.04600,8.1000e+01,1.18,1242.0,562.99,17.70,5845.00,4.200,1.3140,0.2420
0,2.303679520,3.08980,1.3640e+02,1.30,1384.0,866.21,18.90,6191.00,4.546,0.8650,0.9640
1,11.085076580,1.75100,7.7180e+02,2.50,665.0,46.17,17.70,5080.00,4.538,0.7930,0.8190
1,4.510050820,2.15330,2.9480e+02,1.74,1063.0,301.74,21.50,5362.00,4.352,1.0320,0.1150
1,12.466004437,5.00660,2.2321e+03,5.65,897.0,152.76,304.60,6038.00,4.284,1.1910,0.2090
1,34.763054300,4.30900,2.9370e+02,1.75,554.0,22.23,24.00,5670.00,4.387,0.9500,0.7310
1,3.170597310,1.66860,3.2540e+02,1.69,1080.0,321.28,20.10,5431.00,4.563,0.8430,0.7930
1,12.509457980,3.47900,1.5530e+02,1.54,875.0,138.54,16.00,5949.00,4.303,1.1840,0.6260
1,0.769854899,1.02430,1.0960e+02,0.93,1650.0,1756.80,28.70,5173.00,4.550,0.8220,0.7050
1,8.071270430,2.39300,3.1820e+02,1.53,856.0,126.94,16.90,5766.00,4.517,0.8530,0.2710
1,30.950592700,5.39400,3.0140e+02,1.51,428.0,7.91,23.20,4983.00,4.660,0.6510,0.9580
1,0.813166357,1.41220,1.7350e+02,1.14,1693.0,1945.44,34.80,5237.00,4.500,0.8870,0.0600
0,17.402089650,3.74500,6.1650e+02,16.37,422.0,7.49,20.90,4098.00,4.662,0.6150,1.2160
1,37.945613800,4.09300,1.0329e+03,2.79,515.0,16.61,24.00,5861.00,4.546,0.8650,0.2630
1,1.217000383,1.32850,4.5980e+02,1.58,1314.0,707.61,26.50,4859.00,4.545,0.7570,0.0280
1,8.796184330,3.37810,2.8630e+02,1.77,938.0,183.26,27.00,6142.00,4.456,1.0460,0.0500
1,6.246675470,11.26100,3.9680e+02,14.93,1902.0,3095.83,63.60,4604.00,2.936,6.2210,0.8770
1,5.766165573,3.83140,3.6480e+02,2.27,1159.0,426.48,65.60,6038.00,4.284,1.1910,0.0170
1,2.888904439,1.60430,4.0220e+02,1.68,976.0,215.06,23.70,4895.00,4.589,0.7590,0.7700
1,16.092275180,2.10720,1.2850e+02,0.98,503.0,15.15,18.10,4657.00,4.641,0.6700,0.9320
1,35.968269200,2.83900,2.6970e+02,2.95,674.0,48.68,21.00,5883.00,4.149,1.5290,0.8830
1,42.300628200,4.37200,5.0790e+02,2.54,558.0,22.94,23.80,5852.00,4.353,1.1290,0.2690
0,0.838597429,1.68668,2.4821e+03,44.67,2278.0,6353.25,303.70,6366.00,4.352,1.2360,1.2740
1,14.974362380,2.44610,2.6540e+02,1.28,631.0,37.53,24.90,5311.00,4.532,0.8000,0.0920
1,2.352273912,1.73890,3.1860e+02,1.29,1019.0,255.03,20.40,4816.00,4.608,0.7480,0.0950
1,8.508333104,3.45590,6.4650e+02,2.60,909.0,161.66,93.40,5767.00,4.396,1.0300,0.0040
1,5.349791000,4.27900,8.8800e+01,1.29,1156.0,422.79,23.30,6074.00,4.368,1.1830,0.8670
1,12.162819500,2.31610,3.0630e+02,3.14,882.0,142.77,15.20,5587.00,4.188,1.3090,0.9710
1,41.697758200,5.51300,6.8480e+02,2.26,488.0,13.45,27.70,5730.00,4.545,0.8700,0.0180
1,38.671584300,5.53200,5.9930e+02,2.45,502.0,15.03,25.20,5432.00,4.420,0.9130,0.7730
1,5.535331520,2.79300,2.6060e+02,1.75,1054.0,292.33,27.50,5588.00,4.331,1.1000,0.0510
1,21.587527880,4.49680,3.3680e+02,2.18,747.0,73.42,34.00,6038.00,4.284,1.1910,0.0090
1,2.685054445,1.04730,2.5270e+02,1.46,1137.0,395.08,28.90,5266.00,4.484,0.8290,0.7620
1,1.543205410,2.57790,9.1200e+01,1.23,1827.0,2636.85,35.20,5866.00,4.200,1.2820,0.2170
1,6.475391080,2.70480,5.3060e+02,1.92,793.0,93.41,28.10,4954.00,4.500,0.8280,0.4860
1,2.949029106,2.03110,3.5830e+02,1.48,1027.0,263.92,29.30,4983.00,4.512,0.8070,0.0440
1,8.308653070,3.27470,8.3610e+02,2.42,747.0,73.53,74.30,5022.00,4.485,0.8490,0.3330
1,7.542358320,4.73000,1.3250e+02,1.59,1054.0,292.19,25.80,5711.00,4.221,1.3910,0.3180
1,1.897828815,2.71140,1.3240e+02,1.73,1761.0,2278.95,27.20,5640.00,4.087,1.5150,0.2270
1,1.104462494,1.04580,4.6910e+02,1.60,1397.0,898.79,35.30,5002.00,4.543,0.7530,0.1510
1,11.173920770,3.30700,3.2480e+02,1.64,796.0,94.84,21.40,5911.00,4.519,0.9140,0.0250
0,0.512407185,1.05790,3.2920e+02,1.03,1255.0,583.45,46.10,3862.00,4.690,0.5630,0.3010
1,2.053341891,2.59600,6.5500e+01,1.44,1737.0,2154.14,23.20,6084.00,4.204,1.3580,0.9660
1,3.614602790,3.22700,6.4800e+01,1.14,1347.0,776.70,14.90,5711.00,4.221,1.3910,0.5160
1,42.191833100,7.08300,4.8870e+02,2.35,526.0,18.08,25.70,5520.00,4.339,1.0800,0.0670
1,2.787874175,2.03480,1.9740e+02,2.33,1432.0,993.06,22.20,4827.00,3.942,1.7270,0.1530
1,17.232328940,4.55680,5.0980e+02,2.79,817.0,105.47,64.10,6086.00,4.274,1.2160,0.3950
1,53.599145900,6.81100,5.2310e+02,2.49,529.0,18.54,23.10,6319.00,4.447,1.0320,0.6580
1,83.488740500,6.21000,9.5540e+02,2.95,411.0,6.76,24.70,5910.00,4.505,0.9400,0.4200
1,59.980986800,7.58800,2.8240e+02,2.81,568.0,24.58,25.20,6103.00,4.202,1.3830,0.9180
1,4.339456900,2.36520,3.3740e+02,2.11,1061.0,300.07,31.60,5330.00,4.366,1.0130,0.8210
1,65.648089200,5.74600,5.8870e+02,3.93,485.0,13.04,22.00,5565.00,4.251,1.2460,0.9490
0,1.811460943,5.06500,4.2850e+02,2.83,1508.0,1224.37,83.90,5700.00,4.382,1.0080,0.9710
1,18.870587050,3.47010,5.8800e+02,2.67,701.0,56.97,28.50,6103.00,4.496,0.9490,0.8780
1,26.695194400,4.57600,1.3260e+02,1.40,706.0,58.81,13.40,6086.00,4.274,1.2160,0.1360
1,7.132947200,4.36800,1.4500e+02,1.64,1102.0,349.21,27.20,5862.00,4.194,1.3070,0.6120
1,17.670029100,6.69300,3.4840e+02,2.89,778.0,86.37,25.00,5795.00,4.265,1.2470,0.9320
1,19.986591600,4.39100,6.4800e+02,4.22,720.0,63.67,21.80,5500.00,4.218,1.2380,0.9620
1,56.259088100,8.11400,3.4880e+02,2.22,543.0,20.49,29.70,6038.00,4.284,1.1910,0.0260
1,3.788618330,2.80800,1.4340e+02,1.23,1158.0,424.17,18.20,5560.00,4.379,1.0400,0.1830
1,11.898494800,3.01500,1.3090e+02,1.69,929.0,176.27,15.90,5862.00,4.194,1.3070,0.8360
1,5.132486123,1.45750,9.0840e+02,1.69,584.0,27.41,35.40,3879.00,4.707,0.5780,0.2170
1,5.123320400,2.74660,2.8620e+02,1.65,994.0,231.12,25.10,5364.00,4.394,0.9820,0.3080
1,61.617452800,3.81600,1.3507e+03,3.36,424.0,7.67,19.50,5480.00,4.485,0.9310,0.0910
1,1.755843555,1.94250,3.8600e+02,1.94,1343.0,771.02,25.10,5569.00,4.566,0.8290,0.8930
1,33.469857100,4.74900,3.7070e+02,2.45,609.0,32.52,23.20,5912.00,4.342,1.0940,0.8760
1,5.600133270,2.65080,3.2920e+02,1.73,952.0,194.26,22.80,5288.00,4.391,0.9780,0.0460
1,5.640676975,2.83540,1.4533e+03,4.59,1125.0,379.36,145.90,5794.00,4.282,1.2160,0.0330
1,12.794547400,3.41970,8.1670e+02,1.60,455.0,10.10,54.10,4090.00,4.696,0.5710,0.1800
1,3.281920560,2.91700,1.9100e+02,1.60,1326.0,728.90,24.50,5859.00,4.335,1.1620,0.2230
1,5.452987420,2.13280,8.6000e+01,0.92,904.0,158.12,21.00,5450.00,4.563,0.8420,0.8790
1,2.832647249,2.30600,1.1470e+02,1.37,1453.0,1054.98,27.50,5865.00,4.266,1.2720,0.3740
1,7.630081960,2.78000,1.2400e+02,1.39,1056.0,293.67,18.60,6038.00,4.284,1.1910,0.6280
1,58.601926000,5.52200,3.9640e+02,2.06,508.0,15.80,19.10,6250.00,4.440,1.0190,0.3920
1,78.099890800,8.42200,6.5690e+02,3.37,480.0,12.52,23.80,5779.00,4.238,1.2840,0.5280
1,3.532324290,2.76500,2.2420e+02,1.43,1159.0,427.65,12.80,5761.00,4.492,0.9560,0.2990
1,40.836630700,4.95600,2.6480e+02,1.50,496.0,14.30,18.70,5529.00,4.457,0.9250,0.3630
0,11.776107300,2.82900,2.8130e+02,1.31,619.0,34.75,15.10,5096.00,4.618,0.6890,0.8290
1,22.242003200,7.53200,6.3500e+01,2.04,954.0,195.54,16.20,5979.00,3.854,2.1640,0.8970
1,12.720370263,2.73060,1.1801e+03,4.75,934.0,180.23,485.50,6267.00,4.280,1.2580,0.7870
1,9.991152410,2.65700,3.9170e+02,1.68,660.0,44.77,16.70,4838.00,4.524,0.7960,0.6910
1,17.251213970,2.03710,2.0548e+03,2.64,385.0,5.17,68.60,3879.00,4.708,0.5370,0.7490
0,1.867281146,7.49500,7.0110e+02,31.18,1561.0,1405.94,58.50,6117.00,4.457,1.0250,1.2520
1,31.201220200,4.07700,3.6010e+02,1.47,406.0,6.44,13.70,4513.00,4.574,0.7220,0.7140
1,45.348638100,4.85800,1.6290e+02,1.61,531.0,18.84,15.90,5610.00,4.301,1.1040,0.8470
1,2.668312740,2.41410,2.6620e+02,1.48,1252.0,581.38,23.30,5806.00,4.528,0.8990,0.3330
1,66.557672800,10.53200,2.1420e+02,4.96,757.0,77.68,21.30,5734.00,3.591,3.4050,0.2540
1,9.082334110,2.00800,2.9690e+02,1.35,734.0,68.75,15.80,5354.00,4.587,0.7880,0.2620
0,0.790539912,1.05670,2.7730e+02,1.24,1502.0,1200.65,31.50,4791.00,4.541,0.7670,0.0080
1,86.829519000,7.46400,7.5100e+02,1.68,196.0,0.35,15.10,3576.00,4.791,0.4630,0.9530
1,10.417287220,4.12500,2.1040e+02,1.64,870.0,135.34,20.30,5557.00,4.288,1.1510,0.1200
1,19.118742500,6.80500,2.1750e+02,2.33,823.0,108.48,20.50,5862.00,4.148,1.4630,0.7400
1,8.839294620,1.71900,3.1620e+02,1.94,778.0,86.50,14.80,5330.00,4.491,0.8700,0.9240
0,0.631795416,1.07030,1.4520e+02,1.88,2797.0,14547.08,24.70,6414.00,4.173,1.5190,0.4330
1,34.989784700,4.20800,4.9850e+02,1.14,292.0,1.71,11.50,3765.00,4.725,0.5210,0.0340
1,26.783893500,4.58400,3.6530e+02,1.59,523.0,17.69,20.90,5242.00,4.512,0.8560,0.0360
1,11.940191010,2.86600,6.3170e+02,1.86,625.0,35.99,15.60,5073.00,4.607,0.7480,0.3480
0,0.512581697,1.57890,2.5910e+02,1.32,2009.0,3827.79,45.20,5547.00,4.571,0.8200,0.2830
1,27.521947720,4.04700,2.3128e+03,2.47,314.0,2.28,106.50,3780.00,4.746,0.5110,0.3500
1,13.563115700,5.43800,3.3640e+02,1.75,733.0,68.41,15.40,5853.00,4.529,0.8950,0.7040
1,4.160566580,2.61000,7.5800e+01,0.70,985.0,222.54,16.30,5481.00,4.574,0.8150,0.0690
0,16.227675600,3.69900,5.2580e+02,2.11,648.0,41.57,20.50,5328.00,4.447,0.8830,0.6330
1,8.679037000,2.86400,3.0160e+02,1.79,949.0,191.84,19.90,6117.00,4.420,1.0270,0.2240
1,0.679336747,1.21880,2.4070e+02,1.40,1883.0,2982.78,36.70,5440.00,4.491,0.9130,0.2090
0,170.865849200,16.98950,2.9841e+04,24.40,387.0,5.33,897.00,5989.00,4.221,1.3240,0.6840
0,8.380697300,3.02800,6.5080e+02,1.91,701.0,57.04,4.60,5062.00,4.601,0.7350,0.5317
1,31.057294700,3.40100,6.3660e+02,1.85,480.0,12.57,15.80,5395.00,4.615,0.7340,0.3350
1,10.043783510,5.54800,4.3790e+02,2.94,951.0,193.39,28.80,6325.00,4.409,1.1120,0.9530
1,10.912740650,2.18010,1.3872e+03,2.13,443.0,9.12,57.40,3834.00,4.708,0.5390,0.6850
1,2.131945045,1.80610,2.6940e+02,1.66,1418.0,955.16,22.90,5845.00,4.469,1.0130,0.2090
0,89.465468000,9.88000,6.7900e+01,2.57,549.0,21.43,5.70,5192.00,3.773,2.4600,0.9310
1,18.016122700,4.01600,4.9950e+02,2.39,768.0,82.38,16.70,6245.00,4.406,1.0650,0.0230
1,21.301818630,3.87630,8.7300e+01,0.72,564.0,23.89,32.40,5437.00,4.571,0.7810,0.0860
1,0.968527683,1.36720,1.1460e+02,1.21,1677.0,1867.00,16.90,5580.00,4.538,0.8860,0.9410
0,0.366197145,1.23350,2.7530e+02,51.34,9983.0,2335438.28,16.70,4448.00,1.694,31.5000,0.3190
1,2.104335340,1.11680,2.4210e+02,0.79,662.0,45.34,20.70,3605.00,4.837,0.4330,0.8720
0,1.958577398,2.38800,4.5300e+02,1.80,1252.0,579.19,24.50,5402.00,4.568,0.8160,0.5900
1,5.191036990,4.22200,2.9010e+02,1.92,1183.0,462.91,25.20,6321.00,4.417,1.1250,0.1170
1,25.193398900,4.62000,4.8120e+02,1.95,513.0,16.34,18.00,5009.00,4.491,0.8400,0.6790
1,2.576571021,1.59970,8.5280e+02,1.57,717.0,62.42,63.60,3834.00,4.708,0.5390,0.1870
1,14.796630600,5.61300,5.6100e+01,0.98,874.0,138.25,22.40,6175.00,4.299,1.3070,0.1820
1,9.182442990,4.31800,8.7600e+01,1.24,1052.0,289.74,20.30,6194.00,4.242,1.3140,0.2570
1,42.992328400,4.72600,1.1201e+03,3.32,496.0,14.33,34.10,5593.00,4.450,0.9450,0.6430
0,4.593595496,2.74680,4.5034e+04,44.14,1022.0,258.12,92.00,5717.00,4.538,0.8840,1.1470
1,11.172672300,6.10600,7.6800e+01,1.50,1019.0,255.06,17.00,5616.00,4.004,1.6740,0.5040
1,6.791646560,3.34300,1.0260e+02,1.01,994.0,230.81,18.50,5772.00,4.351,1.0030,0.1210
1,18.552516200,4.38500,7.7150e+02,2.53,612.0,33.14,17.20,5569.00,4.566,0.8290,0.7800
1,13.031358300,4.52100,5.7330e+02,2.88,774.0,84.94,18.90,5514.00,4.345,1.0710,0.8130
1,8.005047490,3.32000,1.8750e+02,1.52,1035.0,271.68,15.60,6398.00,4.411,1.1010,0.0540
1,18.826287700,2.34400,7.9580e+02,2.34,591.0,28.85,19.90,5215.00,4.481,0.8450,0.1980
1,4.767027590,2.01300,1.6340e+02,1.19,1046.0,282.97,14.30,5629.00,4.430,0.9370,0.0770
1,16.832031750,4.03100,3.2600e+02,1.86,690.0,53.44,21.60,5518.00,4.400,1.0080,0.5330
0,13.374995530,1.63900,4.5810e+02,2.01,703.0,57.85,16.90,5263.00,4.404,0.9610,0.0450
1,18.596115180,2.30520,8.1380e+02,1.53,371.0,4.48,27.60,3834.00,4.708,0.5390,0.0140
1,11.476852630,2.75600,2.4060e+02,1.58,796.0,94.94,16.50,5550.00,4.384,1.0320,0.0700
0,40.008889400,3.61600,5.8230e+02,20.75,585.0,27.65,20.20,6237.00,4.403,1.0230,1.1600
0,4.742545180,1.02300,3.0570e+02,1.77,1118.0,369.34,13.20,6046.00,4.478,1.0070,0.0510
1,3.704290150,3.37000,5.5700e+01,1.45,1839.0,2708.57,15.90,6732.00,3.958,1.9270,0.0010
1,6.033555390,10.04900,8.9500e+01,3.34,1598.0,1540.84,26.10,4924.00,3.356,3.5880,0.3500
1,2.761223700,3.68100,6.6800e+01,1.84,2017.0,3906.36,14.20,6381.00,3.897,2.2320,0.2380
0,5.597276250,1.65900,2.0080e+02,1.26,975.0,213.15,15.30,5796.00,4.522,0.8760,0.4030
1,4.354073710,2.42700,2.7710e+02,1.63,1043.0,279.53,19.00,5455.00,4.421,0.9090,0.7340
1,13.712185220,2.43700,7.8670e+02,2.47,676.0,49.26,22.60,5550.00,4.562,0.8310,0.6800
1,51.131934600,6.01900,3.8230e+02,2.43,542.0,20.36,19.60,6071.00,4.353,1.1070,0.8290
0,133.516435000,2.19600,5.1000e+02,2.01,344.0,3.30,6.50,5989.00,4.553,0.8480,0.6285
1,4.695055760,3.05800,2.4000e+02,1.49,1098.0,343.60,15.90,5999.00,4.494,0.9590,0.2040
1,22.922118100,8.20000,1.4030e+02,1.33,684.0,51.70,24.00,5897.00,4.357,1.0810,0.6030
1,7.426973780,3.20600,2.0520e+02,1.40,899.0,154.52,15.40,5573.00,4.434,0.9820,0.3370
0,0.874629873,1.78200,6.8100e+01,0.72,1597.0,1538.25,19.20,5099.00,4.491,0.8320,0.6650
1,13.297069500,3.28300,2.1970e+02,0.91,515.0,16.64,14.90,4500.00,4.632,0.6330,0.0300
1,7.416830330,7.27400,7.2600e+01,3.36,1425.0,973.85,20.60,4938.00,3.450,3.3240,0.8730
0,12.491173880,2.84800,1.8990e+02,1.36,763.0,80.08,17.00,5753.00,4.461,0.9110,0.7470
1,3.276457230,2.21900,3.2300e+02,1.71,1195.0,482.56,17.90,5812.00,4.504,0.9630,0.0010
1,1.916940872,1.42430,1.0510e+02,0.89,1246.0,571.25,17.70,5083.00,4.468,0.8720,0.4050
1,6.981413270,6.52700,3.8000e+01,1.42,1384.0,865.81,20.90,6054.00,3.923,2.1630,0.6990
0,1.319677953,1.97800,1.0070e+02,1.13,1843.0,2729.71,17.40,6306.00,4.426,1.0760,0.6200
1,5.576547820,3.67300,5.3600e+01,0.92,1183.0,462.81,13.20,6187.00,4.341,1.2380,0.4500
1,3.813714230,1.97300,2.8100e+02,1.37,1029.0,264.63,11.40,5547.00,4.571,0.8200,0.3060
1,13.323540780,3.87300,1.1660e+02,1.32,872.0,136.61,16.30,6113.00,4.341,1.2180,0.2250
1,3.244175410,1.99200,3.7190e+02,1.84,1047.0,283.66,18.00,5094.00,4.469,0.8700,0.7610
0,3.547899280,2.86100,1.8530e+02,0.99,987.0,224.45,13.60,5399.00,4.619,0.7250,0.3250
1,3.656909090,2.06400,1.0740e+02,1.32,1368.0,828.52,12.80,6078.00,4.294,1.2710,0.2170
1,1.681890510,2.99200,8.3200e+01,1.27,1790.0,2432.14,17.40,5827.00,4.191,1.3740,0.4150
1,7.010742950,2.17870,2.2280e+02,3.76,1453.0,1054.63,21.30,5814.00,3.745,2.4760,0.4270
1,94.289223000,4.10200,5.0540e+02,2.11,369.0,4.39,22.50,5632.00,4.537,0.9040,0.6130
1,15.053988600,4.42200,2.2150e+02,1.44,665.0,46.30,16.30,5475.00,4.479,0.8180,0.8860
1,5.148923460,0.96130,2.3550e+03,1.72,436.0,8.54,25.40,3464.00,4.923,0.3280,0.7190
0,0.730943372,3.00400,1.3470e+02,1.37,2190.0,5461.14,27.00,6143.00,4.418,1.0670,0.7920
1,41.745988550,4.61250,4.2180e+02,2.40,584.0,27.58,110.50,5978.00,4.316,1.1710,0.0490
1,100.283067500,10.86360,3.5120e+02,2.51,475.0,12.07,81.90,6214.00,4.238,1.2970,0.5350
1,2.984157711,1.26370,2.5980e+03,0.92,401.0,6.12,24.30,3157.00,5.112,0.1800,0.4500
0,2.755054670,3.42600,8.5500e+01,1.74,1783.0,2387.41,27.80,6257.00,4.063,1.7480,0.7380
1,1.574090323,1.57960,2.2490e+02,0.93,998.0,234.92,17.70,4313.00,4.662,0.6500,0.0710
0,0.497581917,1.46000,1.4060e+02,0.76,1801.0,2487.04,17.10,5271.00,4.634,0.6300,0.3280
1,2.279523364,1.62020,1.2680e+02,0.87,1123.0,374.78,16.70,5017.00,4.516,0.7970,0.0330
1,58.033742600,5.58400,8.0710e+02,3.21,486.0,13.17,34.90,5467.00,4.271,1.1520,0.0210
1,26.675781800,2.69600,4.7480e+02,2.69,630.0,37.15,20.00,5467.00,4.271,1.1520,0.7130
1,11.828884300,3.33700,1.9100e+02,1.18,730.0,67.13,9.10,5653.00,4.551,0.8570,0.2658
1,6.887070730,4.46790,6.8700e+01,1.30,1155.0,420.97,38.20,5788.00,4.122,1.4740,0.6960
0,17.733735600,5.55800,2.1730e+02,1.24,597.0,29.95,17.00,5335.00,4.560,0.8310,0.5140
1,16.231917040,7.46100,5.0160e+02,3.54,926.0,174.10,194.90,5919.00,4.042,1.5850,0.0170
0,1.110599919,1.34930,1.5760e+02,1.07,1539.0,1320.65,38.70,5227.00,4.463,0.8670,0.2140
1,9.024364140,3.01100,2.1460e+02,1.62,939.0,183.39,23.50,5885.00,4.348,1.1110,0.0140
0,1.006527850,1.31750,1.2590e+02,1.03,1815.0,2556.97,17.90,6089.00,4.527,0.8890,0.4670
1,25.873091400,5.08500,6.9440e+02,2.88,667.0,46.82,20.10,6036.00,4.382,1.0930,0.1960
1,7.441361020,4.55400,7.9700e+01,1.33,1075.0,315.02,14.20,5937.00,4.251,1.2910,0.8620
0,3.849334010,2.29900,5.0390e+02,2.12,1147.0,408.84,13.60,5984.00,4.521,0.9060,0.5910
1,6.480213800,3.27000,1.4200e+02,1.26,934.0,180.05,13.70,5496.00,4.417,0.9830,0.7250
1,47.318663100,10.46500,2.6340e+02,2.10,598.0,30.22,36.20,6115.00,4.249,1.2910,0.1890
1,2.215712960,1.82110,2.8510e+02,1.70,1283.0,638.56,22.10,5417.00,4.447,0.9010,0.7960
1,3.446212500,2.10100,8.3500e+01,0.70,1015.0,251.24,15.60,5374.00,4.555,0.7210,0.7040
0,1.868564038,1.19200,1.7670e+02,1.40,1565.0,1417.56,17.20,6065.00,4.427,1.0230,0.4560
1,15.140891600,4.35900,4.7680e+02,1.93,714.0,61.42,20.10,5926.00,4.532,0.8870,0.1360
1,2.226496196,1.70730,1.8391e+03,2.10,697.0,55.76,36.00,3640.00,4.744,0.5030,0.0480
1,16.238477330,3.96990,6.4670e+02,2.76,711.0,60.35,125.80,5683.00,4.422,0.9930,0.7660
1,44.616751000,7.83100,2.3970e+02,2.31,693.0,54.56,28.40,6763.00,4.220,1.4240,0.6180
1,14.009486310,3.39900,1.6990e+02,0.98,617.0,34.32,22.60,5153.00,4.551,0.7670,0.2680
0,3.778816640,5.81900,4.7100e+01,3.99,2580.0,10473.57,22.20,6115.00,3.267,5.5440,0.6280
1,1.291233083,1.85500,6.6000e+01,0.89,1887.0,2993.70,15.90,6384.00,4.419,1.0860,0.2000
1,3.784750700,2.92400,3.3500e+01,0.70,1311.0,699.15,12.20,6017.00,4.326,1.2060,0.0210
1,47.449713400,10.67500,2.0640e+02,1.61,551.0,21.82,16.90,6007.00,4.353,1.1260,0.0160
1,4.115855140,1.48580,4.2580e+02,1.93,895.0,151.55,20.80,4827.00,4.508,0.8230,0.8070
1,27.572214400,5.25600,2.9630e+02,1.94,636.0,38.62,20.00,5912.00,4.397,1.0900,0.5620
0,1.332560553,3.31500,3.1700e+01,0.40,1249.0,574.99,26.10,4947.00,4.621,0.7140,0.3700
1,10.652750540,2.68400,7.4070e+02,2.20,737.0,69.81,17.50,5602.00,4.571,0.8170,0.0510
1,54.409961200,9.31400,1.9300e+02,1.56,513.0,16.35,20.80,5746.00,4.309,1.1330,0.1570
1,6.124797730,3.46600,1.2930e+02,1.51,1140.0,399.43,20.10,6052.00,4.285,1.2020,0.7900
1,4.028770970,3.17300,1.0040e+02,1.21,1311.0,699.45,18.60,6052.00,4.285,1.2020,0.1930
1,7.812858620,4.09800,1.1730e+02,1.68,1196.0,483.06,32.30,6237.00,4.136,1.5430,0.0300
0,0.597933473,1.91800,1.0600e+02,1.24,2564.0,10196.42,26.00,6543.00,4.382,1.1590,0.5620
0,5.195202100,2.15520,3.2080e+02,1.37,836.0,115.35,17.70,5044.00,4.551,0.7380,0.6040
1,28.454890910,8.15930,1.4186e+03,6.08,769.0,82.70,244.70,6206.00,4.159,1.5730,0.5000
0,0.587470828,2.43820,1.9380e+02,51.02,3434.0,33039.47,48.30,5787.00,3.678,2.6670,1.1610
1,35.333193200,5.96600,9.9700e+01,1.55,670.0,47.52,28.80,5788.00,4.122,1.4740,0.6560
1,5.308739780,3.01800,1.2750e+02,1.08,1042.0,279.21,16.70,5914.00,4.483,0.9550,0.1730
0,75.858003500,5.38200,1.1484e+03,2.72,281.0,1.47,16.10,4474.00,4.670,0.6140,0.9350
1,14.887766500,4.98100,2.5250e+02,1.96,831.0,112.85,28.40,6143.00,4.344,1.1160,0.7950
1,7.031462950,5.92200,8.5400e+01,1.38,1194.0,480.26,33.80,6170.00,4.192,1.4990,0.0140
1,12.582298080,6.37500,1.1870e+02,1.53,917.0,167.41,62.10,5587.00,4.091,1.4230,0.0440
0,7.126846950,3.17900,2.0630e+02,1.38,941.0,185.17,20.70,6050.00,4.525,0.8960,0.7100
0,2.488830330,4.26800,5.1400e+01,0.64,1230.0,540.34,15.10,5615.00,4.514,0.8330,0.6960
1,0.881842630,1.31170,2.4990e+02,1.24,1564.0,1419.46,21.20,5268.00,4.594,0.7760,0.4540
1,3.833087643,1.51000,4.6140e+02,2.25,1012.0,247.80,40.20,5397.00,4.543,0.8310,0.9320
1,9.336481410,2.54490,8.8540e+02,2.39,577.0,26.22,23.10,4442.00,4.619,0.6480,0.9010
1,1.289590179,1.35410,2.8600e+02,1.38,1448.0,1040.23,18.90,5467.00,4.578,0.8080,0.4010
1,22.803025200,4.76800,6.2900e+01,1.29,843.0,119.60,20.40,6063.00,4.061,1.6130,0.2910
0,0.623441939,1.40530,1.2810e+02,13.89,3219.0,25489.88,40.60,5385.00,3.639,2.8710,1.0270
1,22.250850900,1.74500,6.1870e+02,2.07,539.0,20.01,11.40,5307.00,4.572,0.7570,0.7710
0,8.531619170,2.95960,6.5744e+04,54.60,891.0,148.92,86.10,5780.00,4.438,1.0000,1.1180
0,18.011676400,6.00600,4.1720e+02,2.02,695.0,55.07,23.30,6003.00,4.507,0.9320,0.6830
1,33.672806580,8.22670,1.7090e+02,1.86,661.0,45.09,61.20,5587.00,4.091,1.4230,0.3090
1,10.310823200,5.61700,2.0400e+02,1.27,786.0,90.10,14.00,5708.00,4.521,0.8930,0.1290
0,1.077467951,2.11250,7.5700e+01,31.06,2339.0,7064.38,47.40,6329.00,4.137,1.5080,1.1810
